Id,SalePrice
2658,126948.0271463618
2718,146723.13757540766
2414,185469.04541236098
1989,115844.26258498497
625,161713.63134940143
333,89890.79024889064
1327,115449.74827751459
858,141810.82048159884
95,180081.15000391754
1568,169827.4748496208
2482,159663.6682652238
1364,119005.13252570173
2584,147834.4875588727
818,268340.49722199107
2673,150175.4100067826
2089,135930.03142762053
1297,153093.24653119413
790,125092.69509621717
2616,199213.50051658205
720,191931.96029315665
222,135600.94339548424
557,129249.04819110878
1148,178073.19911891833
2766,152144.50926835433
534,179976.658594556
1452,117796.90087437048
630,147706.69930277293
2648,127783.23844539943
125,147805.29389705908
1904,60081.66899483791
1670,103098.39750405123
756,105347.35405566328
717,258436.98091916402
1032,154512.98321976932
852,206807.68491614464
1731,174475.32320776832
2639,104241.45446032012
2071,93963.6033113317
1267,130085.8558171002
1851,185224.68139896163
567,153642.3817487033
2439,214120.09068911846
1898,147919.6392489184
647,155603.42987861164
2256,242508.74794886398
979,104712.97545508285
1444,219473.6871636393
2485,130635.96569350787
157,119757.33392784774
88,126504.19611602878
2003,111387.98306940607
186,217487.15431848908
1425,239727.4840856968
2695,127507.60983249977
738,116653.13221257037
395,145705.32972510916
1353,192086.8836946802
1878,146112.29931749526
390,161344.79344278024
1456,239973.27084930486
1103,345869.72598590085
1387,121022.04972143115
2070,149561.95972045657
1199,185222.7314912921
2479,177466.68600712722
501,314670.42712481396
2362,105658.55855848725
1718,172759.84784774165
2188,75780.68658785506
1483,147713.8934716131
2557,71744.7555765123
437,327234.34333678894
2224,190150.84415395415
1628,167476.23577341842
397,135463.08598488418
587,181269.65795183225
2182,281695.24391084065
971,151997.484869159
2611,143628.23481840352
1887,113234.87014286345
2399,358973.8512718055
2148,191804.95948178656
304,116208.58392031411
1997,127029.1606807238
2817,116400.04792001825
1431,195049.7156261151
427,349315.42537316884
263,124933.02650912544
598,176282.8040668483
2895,247123.20849533155
687,144191.4135245997
1822,129856.05674495868
2191,102272.83299076553
179,117153.22967044842
1009,199000.2434561154
2010,120942.87121178294
1991,140693.41835267108
1411,139153.44576014992
1721,214235.0871633866
1144,186821.6361336073
593,211520.49537159753
575,301620.2047129932
1249,178185.33096208528
1604,131129.50618257702
1064,476512.8139933122
1923,149663.8495309546
1988,106504.54755578388
2325,171843.37056500744
114,198756.8628152265
2700,157477.6301659128
217,114651.36567584619
343,174701.17347835386
386,230945.6580999232
2005,137737.13976307135
2908,145808.6443359681
1814,250677.55378922855
2446,414590.79623676336
208,146253.87713377716
1679,125069.91303905395
822,336403.9759241192
6,184867.07783948432
1781,384035.9473559652
2397,292538.63503280474
2340,310799.0628266043
1618,177452.93981917444
2843,103395.16572531153
1061,376197.4835420748
2786,120437.12649387144
1935,134271.5017413973
1341,113659.00362567457
521,269696.80292751564
2136,143890.95670749925
996,189166.25560604408
227,159840.7367685618
135,144956.58520358198
1167,172831.32556716294
294,222136.68794423365
1776,197406.197231243
540,163969.2443990232
1717,174590.7749834393
2303,133419.51911660613
116,177826.16093789527
127,130116.43195320189
1371,130953.7448628867
1014,150674.00618206224
1507,119618.06656225407
702,130966.96858509998
750,150975.5315922303
261,150205.7031790721
1559,71731.39881764534
577,227517.18916192628
2812,197149.37450999554
2080,148303.88042130298
1368,108482.37691518036
2376,129098.06284590322
659,110100.11906538974
1235,134384.1515198069
332,85557.12626414029
1917,134312.87960209863
2094,260026.30354603464
1460,273312.4264987411
1471,195168.10845285718
1509,126852.554325013
1922,131860.18962763884
433,467374.0622336637
460,244910.63417030452
1116,237460.87263863845
1137,156506.7692378402
53,164497.82404616597
2354,243923.04858638975
1475,190567.75546196222
1761,383917.3178738274
842,145960.47208357992
2739,169589.52863566607
2509,149205.32219327273
1007,214664.08884974048
2610,179168.13354332926
1952,95330.78861477143
2719,155042.4818906772
2921,84830.79951065702
1966,148203.18789169998
292,96790.32745064363
1204,198655.55588835175
1829,248484.20797702495
2419,177048.3883113575
391,162852.7761473184
798,117268.42645867677
481,184439.07973599946
193,206663.43011574613
555,129052.37477909887
899,80750.94430155442
2357,182132.0620224491
328,117330.95454424991
1356,108607.9812786774
1154,121868.9453724585
1730,177691.57687987896
2249,141505.1671524731
1119,255758.8547673122
2856,137308.3249720195
1394,146563.0480286805
2587,131166.44949790157
61,319647.24238063156
2661,174026.79495968734
2711,124094.321610645
1147,188233.6022833867
757,128334.71979306324
2623,99246.72937674455
2378,148065.17802638302
1413,133566.3756884424
1722,204554.49378712525
1112,201080.9889799801
1623,192918.06866162416
1201,184385.12231225008
1513,109315.61773042621
957,260965.30694861774
1171,262677.6837331319
1145,205341.6416144893
2726,248339.71931417836
703,145945.29005271607
760,84534.1700545008
1964,134465.7391369098
2512,159015.015581321
159,145554.09086971023
1281,165833.4280217897
468,175734.52343453318
290,115093.82752028771
665,101539.54733737333
1463,276549.89771770727
1792,222215.4137554444
923,154508.3520918349
500,289114.1733460593
1408,163457.8290189604
331,81171.88074924672
170,128488.54296179305
2192,92359.06090924308
2571,281646.16005954414
2314,174112.54147065597
2647,102655.85899479681
422,462247.31682751805
2457,360112.48172089586
1838,190016.68416591038
2805,248254.41607712075
1645,164909.69122297448
1711,284222.3967318219
2825,239343.31090228254
322,384828.9723127026
2103,252332.71483193943
342,122697.71809420701
600,125498.486842567
488,188511.63940638557
1725,299389.0649128806
2246,288366.19688049646
2847,146539.62544003094
806,232664.32821866285
530,223937.33479021367
963,186126.32097377733
2678,92442.05678394654
171,92965.16814241454
2401,489916.59222222265
805,220882.489250684
2259,207945.7166368554
1748,175010.1629734214
1361,135411.49624112534
1677,112841.92400061848
1406,135402.5558431319
2322,220719.99469378032
688,154519.2856542594
143,143239.74708320043
804,211531.26688395662
1214,161266.60872718587
2828,144221.96414157824
1999,186964.478613289
2467,200253.90720421824
2665,174922.2913616339
1538,327672.9113148032
398,120127.64320617447
2822,148232.64872042628
2157,139677.18019522747
1856,177152.53899590304
1269,118533.18841094758
2570,131754.99676504408
2320,250713.51721263744
1517,140086.4122260621
2304,118488.3640013837
1312,107398.08807523972
2012,128407.21369863173
506,218772.81800680663
2865,193330.19604487493
2367,102909.37871524374
554,93010.17228974072
238,131597.99830724433
1954,117446.88932425783
2488,136928.0664164151
2291,83675.89927277899
1969,115070.88290099698
2725,158617.71754617072
1482,147200.42983099655
2763,195738.67462461136
503,240118.27748364845
1584,245830.72175759333
1531,159316.10933736287
2210,172294.87754013547
459,319913.250163351
556,138152.52975028756
1347,134979.61788977947
1290,98007.61976607903
1388,99223.97684865691
1571,185772.56803515612
2754,193066.5521688104
765,137801.38392896016
2494,133867.98775977088
2870,177833.69885628278
7,191865.79695850084
1114,238095.55579746186
2418,271141.9677364584
291,107109.17075408847
18,352451.6550894606
39,359716.54121367796
1001,257920.95247820398
2442,234245.8337182282
616,105586.96874115149
2680,74781.70829125468
1414,123715.71429457037
289,138035.74102801763
40,245707.8725981116
860,133677.75068457366
409,141110.05696808494
673,145746.5702866411
2427,162632.80656167513
2036,182704.46698929887
2564,146524.81512329902
642,135809.7604019291
1008,187472.13318624353
1908,137888.74309504675
2519,195180.70729428093
1369,102998.75538359284
2855,188589.42650261513
712,105529.69138864816
1943,105676.08794578735
1958,122140.93104711818
107,160128.8435412833
2295,179635.16736490335
704,114437.540743964
676,127651.23218722235
259,188004.8244391644
93,294093.7541866946
106,237052.74461442538
2315,187320.53687043278
1050,111867.05513097004
1095,189453.9624454944
2709,147681.22672998533
758,154797.6257575478
1496,152154.82365924204
2370,113833.56659611684
2458,282149.889716348
2733,135755.48824048007
161,258890.51240600846
726,153694.11613489108
845,205028.43082960823
947,247517.25004972666
2232,124139.87161527865
2563,140654.16340414612
2299,118636.77562140985
211,80745.6699646898
605,141527.2989542734
1478,195078.99032792592
2247,283680.8961811757
2274,187459.86089310673
2869,178187.47844053383
967,211146.77740555664
2656,113785.24474249758
667,177309.2280428962
1042,107495.50296822161
2023,171825.7718068137
2447,403101.369762212
2055,96270.61626686277
2275,271595.42123921175
2204,157593.53219400765
1563,257467.08243752512
483,220338.42787508853
796,122276.85768218384
1526,145015.22130436366
2042,173103.69700745324
442,363522.0231068388
1693,333498.8846497401
1468,212800.1474566476
1430,170050.39801386674
2605,156484.50836979787
1529,182806.16947713064
335,147304.7730568031
1287,129707.96300367166
31,103521.94107284726
1785,288463.8305352198
82,162586.6364010145
2620,120746.74093496433
252,211272.85360883563
721,68729.44956954676
2165,174253.7001832575
2316,187292.7384687606
775,133548.35624763355
1558,81707.81418725883
17,236510.48548986108
1022,235268.1434847455
925,122520.47397772079
438,266868.6793126625
1270,146835.2593976964
1272,126393.38900078216
215,147286.2771840898
266,220366.85285508021
2402,268352.863838558
1250,125368.8356633831
1984,114408.8872595429
1279,142938.9366216451
377,252358.6668115074
1252,106348.0668461815
2156,259486.5024959173
499,325546.6546192847
1374,120912.2091542652
2898,256910.16365947045
401,117319.81893944707
2721,173184.04798043452
2078,219991.18849267584
2589,130133.00677413915
1946,194551.7074935626
1334,106647.92023314707
2781,236058.7851197848
431,414001.8606046934
576,198902.56287970464
1474,201697.6250214537
2254,150115.3817323784
2155,296430.5947454018
885,113814.87964129345
643,130420.69065512682
1944,126951.41111393995
480,193669.6659099306
2845,98788.41787462936
2387,329064.485650554
2407,182783.74547846356
2527,164973.20965537024
2514,153727.29257654783
629,157639.56393485566
80,209852.69683110068
1876,145076.3140000763
1546,113170.22446309892
2518,156717.3524965234
2347,154767.17753564563
783,179154.00389992393
1322,42462.98984925201
194,79118.79076931538
1770,299282.32691576815
2143,132329.66059561243
1229,206273.82583590547
511,284005.3955903666
46,201668.77966825286
1348,162558.88937581857
2465,199115.26740670303
387,238531.3271278843
873,216565.45256686996
1918,127404.34342790772
2764,238841.8461900533
2184,125362.82334741145
934,132774.29066612298
1920,136831.47797469475
2631,147340.49517348214
1768,404863.59001132037
2040,117724.48862819813
1749,208084.2499818623
834,226204.68942142185
1457,232356.55724914582
79,127399.84344100393
2302,129424.04394778048
1817,142573.88980615593
2755,244857.543573115
359,174224.5078449955
2059,118276.88507286872
2092,275278.0534456251
2516,230921.21515355207
150,121078.15975725713
1656,158729.6037791404
83,106207.13322262152
2411,176337.93180770986
795,83572.1039755834
2312,229709.45157351065
2917,101938.72205333383
1624,185648.32423685596
2215,289706.21887782135
1211,141397.60825506182
1485,147998.4467464902
1024,168510.57863703047
570,168425.4022822983
2874,127248.61962470632
700,135433.59126556813
2756,218307.1920958561
2022,157688.20561023476
583,226397.552709844
2392,373510.01996139647
2424,187290.17220937263
212,119901.02195264449
736,121758.01402935358
1610,169949.08648760628
890,128210.12900582398
467,170971.9974802383
578,252247.171141741
1747,179420.46130831708
1149,159963.85813901722
2758,216579.953271593
857,131214.89418041907
2219,276351.9208120502
733,94761.23481329498
2909,116228.2873342525
1798,241784.4952599227
235,129669.06524455451
2366,140919.22373553767
1027,134317.96298094458
1195,137818.41488077093
1303,52756.78366712492
148,165938.50982955567
608,158997.72822143245
2515,189434.532093778
821,267383.89647980453
2500,264212.0530454588
745,114132.3653868162
741,131788.61390674146
1611,99650.14236586638
2532,125884.00873852473
1081,211654.57970257927
1692,447669.924417756
2520,166330.38883557386
276,128268.34665162934
1992,136443.64556361464
663,57589.95923615919
418,132361.56187918555
1733,183539.34116639922
2359,154845.4764756626
253,194833.96994140995
1518,157848.86976442538
2035,130554.73940467616
2919,85458.35663338214
1540,230303.045390485
2120,153721.8918059086
1674,176625.5476913656
256,141997.10447568435
2361,112232.04668367261
978,76369.17234235506
2280,134256.74599717747
2095,225605.52410776945
1709,327380.0175402828
2801,245492.3170673979
1246,117871.2365278924
2373,100641.29579017642
1055,287753.63603476837
2017,123705.6461271426
1099,252581.75622237124
1344,103215.99864227862
835,160535.56292138508
1117,205696.4987321691
2043,99704.43586541382
2085,117954.37552551561
410,148779.1596402259
2650,111496.65400017172
2867,183005.99427800695
1668,118277.98725814382
1161,158541.7570789392
2122,165300.26285178572
2539,144078.82047396974
1047,139155.38623761007
1445,128783.93807400312
541,144320.82790493878
569,183930.40508318107
1276,115597.25614465948
918,151271.55107114362
326,164312.8509241523
1936,126643.06002504399
895,104680.16179250364
257,143484.37121608367
1241,172299.13429788226
1545,106032.53358681848
1189,171377.17640573924
270,145793.2549496991
2066,196322.4647453237
693,124667.16676956226
1259,146602.84676056996
2916,157511.13053578036
2321,285941.97244170716
1977,100731.2608594408
1895,148536.52578224364
1240,157244.406479974
85,146889.83308110558
1823,126325.68096937351
825,294123.4942135358
110,228553.78535097625
697,131576.60010220725
2297,122290.17104545281
1231,136379.11377271844
1355,137889.44743044226
968,348349.43710464
584,236432.4633190246
1315,129554.37148660251
1606,137479.7293768626
206,106789.21848619923
1685,366116.221324024
2016,130198.68694698201
869,210163.29455194692
2135,132031.86571771337
2346,183659.58668282093
2430,230619.5373318728
2198,96697.23572865895
2652,125115.20540347717
27,118329.12118346569
241,164468.23876190465
906,119192.09202949743
1506,106682.69700105273
2098,323154.33284878184
1435,219148.31886520665
2213,137167.73381650032
1274,129923.57054953749
743,49231.0888191743
1737,187995.3505874239
2797,270206.49044333235
2185,82773.42922897104
58,169468.3778583605
830,196904.92783964708
808,119770.78657833683
680,143936.82577316952
1153,124947.40356756792
1291,126072.69294402434
1818,148399.9618340223
2161,173825.99321189983
1883,131958.65474959614
350,326529.30595256615
2473,144006.85313606024
295,160061.1664887833
293,158276.99201024874
859,126928.50260361866
288,76594.21997062501
1578,168358.70908534754
102,175040.9732822655
2831,162784.84552666504
1030,161994.8931396597
2551,147614.3957866642
